index,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
50000,0.989429771900177,0.048697661608457565,0.9980149269104004,0.9536694288253784,0.9502108693122864,0.9983945488929749,0.032127246260643005,0.9974155426025391,0.9812737703323364,0.2444000095129013,0.06615082919597626,0.11075565963983536,0.07442384958267212,0.12283384054899216,0.11128459870815277,0.1896439492702484,0.09512492269277573,0.16918081045150757,0.03775729238986969,0.5376321077346802,0.978011965751648,0.6792345643043518,0.18889878690242767,0.9911271929740906,0.099970243871212,0.9985425472259521
50001,0.11668653041124344,0.9952430129051208,0.1430521011352539,0.1546986997127533,0.9993997812271118,0.11601558327674866,0.8480772972106934,0.1309063583612442,0.8759157061576843,0.9384221434593201,0.9996211528778076,0.9095843434333801,0.0450441800057888,0.061190396547317505,0.9972975850105286,0.9923845529556274,0.10633375495672226,0.9654363393783569,0.1853148192167282,0.07018078118562698,0.9278561472892761,0.9983154535293579,0.11892294883728027,0.034893304109573364,0.21686789393424988,0.02853504940867424
50002,0.07829710096120834,0.05482833459973335,0.9427961707115173,0.995210587978363,0.9960681200027466,0.09748378396034241,0.9505521059036255,0.4648488163948059,0.9997641444206238,0.7286087274551392,0.9860270023345947,0.3455795347690582,0.0542876236140728,0.16068390011787415,0.060949165374040604,0.9941132664680481,0.06250827014446259,0.9946181178092957,0.9913085103034973,0.04911835119128227,0.9924031496047974,0.11905732750892639,0.9989451766014099,0.07241655886173248,0.08307474851608276,0.9610847234725952
50003,0.9733441472053528,0.9994140863418579,0.036927010864019394,0.3862951993942261,0.06527846306562424,0.987608790397644,0.7399991750717163,0.14590775966644287,0.5300543904304504,0.026049258187413216,0.9938042163848877,0.9941295385360718,0.9946061968803406,0.06533841788768768,0.042377494275569916,0.994022786617279,0.27621641755104065,0.7201098203659058,0.02455935627222061,0.986207127571106,0.05205028876662254,0.1071920394897461,0.10899891704320908,0.9925304055213928,0.4564250111579895,0.9971218705177307
50004,0.06421799212694168,0.09873587638139725,0.9360382556915283,0.10335265845060349,0.998158872127533,0.9957937002182007,0.05367214232683182,0.14158563315868378,0.1411745697259903,0.06879960000514984,0.05982528626918793,0.9860123991966248,0.9971743822097778,0.07602162659168243,0.9859154224395752,0.040296368300914764,0.97939532995224,0.30407822132110596,0.996709942817688,0.9908933639526367,0.2874446213245392,0.8942384123802185,0.9948906898498535,0.13879653811454773,0.09073977172374725,0.08340241014957428
50005,0.24415773153305054,0.9943016767501831,0.9966112971305847,0.16291682422161102,0.136796772480011,0.466350793838501,0.1532534509897232,0.21324756741523743,0.4462408125400543,0.9950718283653259,0.9308403730392456,0.2968207001686096,0.09427857398986816,0.4535532593727112,0.9792070388793945,0.11746858060359955,0.9136939644813538,0.23302634060382843,0.055773451924324036,0.45191529393196106,0.8887220025062561,0.5539746880531311,0.9976162910461426,0.08248094469308853,0.9812849760055542,0.058483123779296875
50006,0.1374267190694809,0.09592603147029877,0.971333920955658,0.8870114088058472,0.998112678527832,0.08259730786085129,0.10107170790433884,0.11024047434329987,0.08740352839231491,0.052587345242500305,0.07790118455886841,0.11648144572973251,0.05165904015302658,0.11488582193851471,0.06551245599985123,0.5468161702156067,0.9150865077972412,0.1615472137928009,0.9788504242897034,0.9999772310256958,0.9982763528823853,0.10658429563045502,0.9813045263290405,0.22168244421482086,0.04847192391753197,0.31285548210144043
50007,0.9787969589233398,0.05863841623067856,0.9948099851608276,0.06618207693099976,0.9931722283363342,0.05834337696433067,0.028394341468811035,0.996394693851471,0.08677252382040024,0.823566734790802,0.06179279461503029,0.057692065834999084,0.9548675417900085,0.06867433339357376,0.9951028823852539,0.05239349603652954,0.059688009321689606,0.19033178687095642,0.02238808013498783,0.2724439203739166,0.04890071973204613,0.9211875200271606,0.9962259531021118,0.9138836860656738,0.08429251611232758,0.029833579435944557
50008,0.11445590853691101,0.08627461642026901,0.9679812788963318,0.22760944068431854,0.9992164373397827,0.96034175157547,0.749636173248291,0.1118071973323822,0.9842727184295654,0.9843519330024719,0.17708554863929749,0.35325977206230164,0.7465718388557434,0.1268334686756134,0.09530605375766754,0.5557063817977905,0.34223678708076477,0.9996254444122314,0.2986651659011841,0.15728765726089478,0.08272896707057953,0.9431915283203125,0.9997814297676086,0.06152923032641411,0.39321476221084595,0.9999998807907104
50009,0.9507294297218323,0.5325455069541931,0.6106647253036499,0.9997312426567078,0.08034878224134445,0.09954387694597244,0.11825096607208252,0.9867070913314819,0.21600304543972015,0.048931244760751724,0.23443783819675446,0.9998960494995117,0.17078036069869995,0.7636796832084656,0.09320097416639328,0.17588986456394196,0.995909571647644,0.8765612840652466,0.035636622458696365,0.5746186971664429,0.1868625283241272,0.1465568244457245,0.8209963440895081,0.9118242263793945,0.1000477746129036,0.9994742274284363
