index,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
50000,0.9681467413902283,0.003922604024410248,0.9999984502792358,0.21716558933258057,0.8979328274726868,0.9518125057220459,0.031012549996376038,0.9950025677680969,0.9972962737083435,0.2777198553085327,0.061150629073381424,0.011757198721170425,0.13348078727722168,0.15529297292232513,0.21994377672672272,0.6505527496337891,0.04299620911478996,0.05022682994604111,0.11313942819833755,0.9964805245399475,0.9942862391471863,0.1964794248342514,0.007234212011098862,0.8708087801933289,0.040995556861162186,0.9583322405815125
50001,0.0317811444401741,0.9069786071777344,0.36838340759277344,0.05901697650551796,0.9773668646812439,0.31947484612464905,0.9967864751815796,0.006641659885644913,0.9999382495880127,0.011395798064768314,0.9904212951660156,0.9400511980056763,0.7012876868247986,0.008496017195284367,0.9401912093162537,0.9668650031089783,0.624331533908844,0.4826376438140869,0.7618060111999512,0.07937838137149811,0.9373757243156433,0.9892529845237732,0.008836640045046806,0.020921261981129646,0.8263102173805237,0.0075651672668755054
50002,0.04022185876965523,0.026018697768449783,0.9562845230102539,0.9999637603759766,0.9823166728019714,0.015172503888607025,0.9265983700752258,0.6759132742881775,0.9999958276748657,0.20603933930397034,0.9808165431022644,0.0997270867228508,0.07412288337945938,0.3347875475883484,0.1966121345758438,0.7283081412315369,0.017283031716942787,0.9995478987693787,0.9969927072525024,0.02947028912603855,0.9880131483078003,0.028334975242614746,0.9974683523178101,0.053006235510110855,0.0035190514754503965,0.9375773668289185
50003,0.9951530694961548,0.9817912578582764,0.007528438698500395,0.9614804983139038,0.007585887797176838,0.9997462630271912,0.9937822222709656,0.030972706153988838,0.6619909405708313,0.8090696930885315,0.9977712631225586,0.9911012053489685,0.9704108834266663,0.015185240656137466,0.05758465826511383,0.9966714382171631,0.018757859244942665,0.6225709319114685,0.0636829137802124,0.9832053780555725,0.02289426699280739,0.020086105912923813,0.02722974307835102,0.98628830909729,0.38252314925193787,0.9994966983795166
50004,0.004690463189035654,0.0013504093512892723,0.872883141040802,0.04834534972906113,0.9999871253967285,0.9973451495170593,0.07614394277334213,0.0070180464535951614,0.9328854084014893,0.006729685701429844,0.04850561544299126,0.794146716594696,0.9926537275314331,0.022052180022001266,0.9927487969398499,0.020465921610593796,0.9977222084999084,0.05003088340163231,0.9957947731018066,0.954526960849762,0.986748218536377,0.06609982997179031,0.9788408279418945,0.011673001572489738,0.018423447385430336,0.1623305231332779
50005,0.06606285274028778,0.9788649082183838,0.9880660772323608,0.030362902209162712,0.011099840514361858,0.06528433412313461,0.03564752638339996,0.027987055480480194,0.6606376767158508,0.9987027645111084,0.9661036133766174,0.02547426149249077,0.021042482927441597,0.37092825770378113,0.9908244609832764,0.3292636573314667,0.9958640336990356,0.028865572065114975,0.010272101499140263,0.012112334370613098,0.9715993404388428,0.05149485915899277,0.9760823845863342,0.03989841416478157,0.9917868971824646,0.03332213684916496
50006,0.00956184696406126,0.19027744233608246,0.9980936646461487,0.7187001705169678,0.9978213310241699,0.9375402927398682,0.13864125311374664,0.009424837306141853,0.23159858584403992,0.018180586397647858,0.036341723054647446,0.1183302029967308,0.012980939820408821,0.6504109501838684,0.0024058655835688114,0.40277114510536194,0.986603856086731,0.034530628472566605,0.9577186703681946,0.9999904632568359,0.9966999888420105,0.06794489175081253,0.7369182705879211,0.09511974453926086,0.004015997517853975,0.1583317369222641
50007,0.9792049527168274,0.06314913183450699,0.9986684322357178,0.02001391351222992,0.9969514608383179,0.03960032016038895,0.040407340973615646,0.9920027256011963,0.019132360816001892,0.6138895750045776,0.01455746591091156,0.029953090474009514,0.9681026935577393,0.01616722345352173,0.9967729449272156,0.01948445476591587,0.0422198511660099,0.04529333487153053,0.010312626138329506,0.9215490818023682,0.10359599441289902,0.9986588954925537,0.908875584602356,0.1426897495985031,0.008526603691279888,0.025440650060772896
50008,0.01836576499044895,0.017041491344571114,0.19587725400924683,0.9070397019386292,0.9921708106994629,0.9763227701187134,0.4865298271179199,0.08194362372159958,0.9996121525764465,1.0,0.06960741430521011,0.17273491621017456,0.9936931133270264,0.06873726099729538,0.014251615852117538,0.09780550748109818,0.9671353697776794,0.986568808555603,0.20759519934654236,0.12029975652694702,0.05292102321982384,0.9998639822006226,0.9514979720115662,0.09738318622112274,0.22697214782238007,0.9999998807907104
50009,0.9972104430198669,0.0869603231549263,0.8146718740463257,0.9649772644042969,0.006466034799814224,0.010631880722939968,0.9941861629486084,0.9999988079071045,0.09319329261779785,0.066379114985466,0.07896866649389267,0.9999948740005493,0.002370321424677968,0.9783568978309631,0.020796144381165504,0.0922238752245903,0.9976414442062378,0.39814040064811707,0.00672101229429245,0.9072037935256958,0.9807521104812622,0.053440406918525696,0.1095397099852562,0.9648410677909851,0.037500347942113876,0.998173713684082
50010,0.03836154192686081,0.9964751601219177,0.006307277362793684,0.07174668461084366,0.031699154525995255,0.01531859952956438,0.012952445074915886,0.9890022277832031,0.2219541072845459,0.9961323738098145,0.9433257579803467,0.9994968175888062,0.9961916208267212,0.14407680928707123,0.9908013939857483,0.007254534400999546,0.9968993663787842,0.9947627186775208,0.018423812463879585,0.009571023285388947,0.9934642910957336,0.9831832647323608,0.07343420386314392,0.007903140969574451,0.03815165162086487,0.935064435005188
50011,0.9696245789527893,0.09150968492031097,0.056276027113199234,0.01878555677831173,0.01937008835375309,0.024002188816666603,0.9919294118881226,0.9899126887321472,0.0067385234870016575,0.999854326248169,0.020608674734830856,0.03140846639871597,0.017295053228735924,0.05150747671723366,0.029172152280807495,0.9976649284362793,0.9952470660209656,0.023787233978509903,0.9996041655540466,0.9985215067863464,0.9966514706611633,0.05332960560917854,0.9623585343360901,0.007033768575638533,0.025262612849473953,0.028071632608771324
50012,0.996492326259613,0.239350825548172,0.9781238436698914,0.02760312333703041,0.9865739941596985,0.060162387788295746,0.02020694501698017,0.9951345324516296,0.2511327266693115,0.9980621933937073,0.018438715487718582,0.9950165152549744,0.02251620590686798,0.05931675061583519,0.018400290980935097,0.008117856457829475,0.6048274040222168,0.029778067022562027,0.013315371237695217,0.47526219487190247,0.9999805688858032,0.06757461279630661,0.9847842454910278,0.9997307658195496,0.017843781039118767,0.19230379164218903
